pond_id,region,event_date,event_type,logged_by,lifecycle_stage,species,species_ratio,target_weight_grams,average_weight_grams,intended_stocking_density_per_acre,actual_stocking_density_per_acre,fish_harvested_kg,fish_remaining_individuals,harvest_reason,pond_preparation_done
pond_7472ede8,West Godavari,2025-01-10,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,10.0,5825,5825.0,,,,False
pond_b7082dc1,West Godavari,2025-01-10,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,280.0,,,4000,0,Planned harvest,
pond_8bf8a86a,West Godavari,2025-01-10,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,10949,10949.0,,,,True
pond_715ebd01,West Godavari,2025-01-08,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,40.0,2632,2632.0,,,,False
pond_5c0b4414,West Godavari,2025-01-08,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,40.0,2083,2083.0,,,,False
pond_80e22f42,West Godavari,2025-01-06,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,255.0,2444,2444.0,,,,False
pond_7eadb9bf,West Godavari,2025-01-05,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,150.0,2857,2857.0,,,,False
pond_caca406c,West Godavari,2025-01-05,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1500.0,300.0,2597,2597.0,,,,False
pond_05d9df8f,West Godavari,2025-01-03,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,50.0,8632,8632.0,,,,False
pond_05f65197,West Godavari,2025-01-01,Stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,10.0,42857,42857.0,,,,False
pond_17b6d1f2,West Godavari,2025-01-01,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,1297,1297.0,,,,False
pond_74ea5a99,West Godavari,2025-01-01,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,500.0,150.0,4538,4538.0,,,,False
pond_b3ee7ac9,West Godavari,2025-01-01,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,250.0,2128,2128.0,,,,False
pond_d8d30ad3,West Godavari,2025-01-01,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,2435,2435.0,,,,True
pond_c1aade15,West Godavari,2024-12-31,Harvest,Praveen,Grow-out,"Roopchand, Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,8500,0,Planned harvest,
pond_988c1692,West Godavari,2024-12-30,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,250.0,1669,1669.0,,,,False
pond_bf58902e,Nellore,2024-12-28,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,900.0,100.0,3488,3198.0,,,,True
pond_8bf8a86a,West Godavari,2024-12-27,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,460.0,,,14000,0,Planned harvest,
pond_5c2246d5,West Godavari,2024-12-27,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1280.0,,,115000,0,Planned harvest,
pond_a47e2d27,West Godavari,2024-12-27,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,335.0,,,33000,0,Planned harvest,
pond_b6292420,West Godavari,2024-12-25,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,150.0,50.0,14286,14286.0,,,,False
pond_b842374c,Nellore,2024-12-25,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,614.0,,,4300,0,Planned harvest,
pond_2781ed8d,West Godavari,2024-12-23,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,150.0,50.0,11818,11818.0,,,,False
pond_a32076ad,West Godavari,2024-12-23,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,150.0,20.0,13208,13208.0,,,,False
pond_988c1692,West Godavari,2024-12-22,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,40000,0,Planned harvest,
pond_348a1d24,West Godavari,2024-12-22,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,260.0,1853,1853.0,,,,False
pond_80e22f42,West Godavari,2024-12-21,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,82000,0,Planned harvest,
pond_583a1334,West Godavari,2024-12-20,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,1569,1569.0,,,,False
pond_6526e587,West Godavari,2024-12-20,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,50.0,6667,6667.0,,,,False
pond_c30c0534,Nellore,2024-12-20,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,838.0,,,3270,0,Planned harvest,
pond_c5b49325,West Godavari,2024-12-20,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,6600,6600.0,,,,False
pond_d8d30ad3,West Godavari,2024-12-20,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1300.0,,,100000,0,Planned harvest,
pond_e2db7a6b,West Godavari,2024-12-20,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,45.0,11000,11000.0,,,,False
pond_28c916f9,West Godavari,2024-12-18,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,900.0,,,45000,0,Planned harvest,
pond_aae02d77,West Godavari,2024-12-18,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,355.0,,,15000,0,Planned harvest,
pond_48b74e47,West Godavari,2024-12-18,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,61000,0,Planned harvest,
pond_89aabef8,West Godavari,2024-12-17,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,68.0,5978,5978.0,,,,False
pond_cc57546e,West Godavari,2024-12-16,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,125.0,2601,2601.0,,,,True
pond_7c2f9913,West Godavari,2024-12-15,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,17451,17451.0,,,,False
pond_348a1d24,West Godavari,2024-12-15,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1300.0,,,130000,0,Planned harvest,
pond_cab7ba82,West Godavari,2024-12-15,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,600.0,,,60000,0,Planned harvest,
pond_e6185c34,West Godavari,2024-12-15,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,245.0,2444,2444.0,,,,False
pond_56e8a695,West Godavari,2024-12-12,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,200.0,1948,1948.0,,,,False
pond_89aabef8,West Godavari,2024-12-12,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,318.0,,,14000,0,Planned harvest,
pond_cc57546e,West Godavari,2024-12-12,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1550.0,,,63000,0,Planned harvest,
pond_60dd3196,West Godavari,2024-12-10,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,15000,0,Planned harvest,
pond_cc547e32,West Godavari,2024-12-10,Stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,30.0,48649,48649.0,,,,True
pond_1dbb9f8d,Nellore,2024-12-08,Stocking,Chaitanya,Grow-out,Rohu (Labeo rohita),10,,300.0,1714,1714.0,,,,True
pond_44865e41,West Godavari,2024-12-06,Stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,80.0,10.0,50000,50000.0,,,,False
pond_cc547e32,West Godavari,2024-12-05,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,316.0,,,18000,0,Planned harvest,
pond_05edabe9,West Godavari,2024-12-05,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,318.0,1755,1755.0,,,,False
pond_811d5777,West Godavari,2024-12-04,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,5000,0,Planned harvest,
pond_e5db19e4,West Godavari,2024-12-04,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,520.0,,,37000,0,Planned harvest,
pond_69509b5b,West Godavari,2024-12-03,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,7500,7500.0,,,,False
pond_7917cb8e,West Godavari,2024-12-03,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,100.0,,,1000,0,Planned harvest,
pond_3a0067e4,West Godavari,2024-12-03,Stocking,Praveen,Rearing,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,20.0,69474,69474.0,,,,True
pond_5557d8af,West Godavari,2024-12-03,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,206.0,2381,2381.0,,,,True
pond_853f211a,West Godavari,2024-12-02,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1022.0,,,46000,0,Planned harvest,
pond_b08d22b5,West Godavari,2024-12-02,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,3500,0,Planned harvest,
pond_a4a1da02,West Godavari,2024-12-02,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,366.0,,,44000,0,Planned harvest,
pond_7dded911,West Godavari,2024-12-01,Stocking,Praveen,Breed-out,Catla (Catla catla),0:10,,100.0,13333,13333.0,,,,True
pond_07ed9225,Nellore,2024-11-30,Stocking,Chaitanya,Nursery,Rohu (Labeo rohita),10,,2.0,40984,40984.0,,,,False
pond_863e7ed4,Nellore,2024-11-29,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,200.0,2966,2966.0,,,,True
pond_5557d8af,West Godavari,2024-11-28,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1060.0,,,42000,0,Planned harvest,
pond_bee2e7f5,West Godavari,2024-11-28,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,9191,9191.0,,,,True
pond_9644548f,West Godavari,2024-11-27,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,150.0,2791,2791.0,,,,False
pond_369dc183,West Godavari,2024-11-27,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,2358,2358.0,,,,False
pond_05edabe9,West Godavari,2024-11-26,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1600.0,,,65000,0,Planned harvest,
pond_1d648007,Nellore,2024-11-26,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,2329,2329.0,,,,True
pond_c7407a79,West Godavari,2024-11-26,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,218.0,2542,2542.0,,,,True
pond_0b18540f,West Godavari,2024-11-25,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,284.0,2194,2194.0,,,,True
pond_a0b42194,West Godavari,2024-11-24,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,425.0,,,17000,0,Planned harvest,
pond_319c1ff7,West Godavari,2024-11-20,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,200.0,1833,1833.0,,,,False
pond_7ef7fef9,West Godavari,2024-11-20,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,2500,0,Planned harvest,
pond_27785ee9,West Godavari,2024-11-20,Stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,133333,133333.0,,,,False
pond_0b972252,Nellore,2024-11-20,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,970.0,,,63000,0,Planned harvest,
pond_690fd7d6,West Godavari,2024-11-19,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,70.0,11111,11111.0,,,,False
pond_90dd090b,West Godavari,2024-11-19,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,251.0,3055,3055.0,,,,False
pond_11799705,West Godavari,2024-11-18,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,186.0,3057,3057.0,,,,True
pond_1c1e7d4b,Nellore,2024-11-18,Stocking,Chaitanya,Grow-out,Roopchand,10,,300.0,3378,3378.0,,,,False
pond_edb67ba0,Nellore,2024-11-18,Stocking,Chaitanya,Grow-out,Roopchand,10,,400.0,2941,2941.0,,,,False
pond_f2e849c5,Nellore,2024-11-17,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,670.0,,,9500,0,Planned harvest,
pond_8dd26bbf,West Godavari,2024-11-16,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,320.0,2182,2182.0,,,,True
pond_d85b342c,West Godavari,2024-11-16,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,8270,8270.0,,,,True
pond_17e22e23,West Godavari,2024-11-15,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,250.0,3155,3155.0,,,,False
pond_09e8bfb8,West Godavari,2024-11-15,Stocking,Praveen,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,37037,37037.0,,,,True
pond_369dc183,West Godavari,2024-11-14,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,60000,0,Planned harvest,
pond_3a0067e4,West Godavari,2024-11-14,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,40.0,,,4000,0,Planned harvest,
pond_c2458988,West Godavari,2024-11-14,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,8092,8092.0,,,,False
pond_8fd1554c,West Godavari,2024-11-13,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1085.0,,,38000,0,Planned harvest,
pond_e78b9c9a,West Godavari,2024-11-12,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,165.0,9195,9195.0,,,,True
pond_caca406c,West Godavari,2024-11-12,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1300.0,,,50000,0,Planned harvest,
pond_c2458988,West Godavari,2024-11-12,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,16000,0,Planned harvest,
pond_49ea61c0,West Godavari,2024-11-12,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,207.0,2324,2324.0,,,,False
pond_9719af6d,Nellore,2024-11-11,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,3000,3000.0,,,,True
pond_7dded911,West Godavari,2024-11-11,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,140.0,,,2000,0,Planned harvest,
pond_727e3097,West Godavari,2024-11-11,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,12791,12791.0,,,,True
pond_7fd480e0,West Godavari,2024-11-11,Partial harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,360.0,,,20000,10000,Planned harvest,
pond_251e0d5b,West Godavari,2024-11-10,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,350.0,50.0,7333,7333.0,,,,False
pond_0b0963e5,West Godavari,2024-11-10,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,2607,2607.0,,,,False
pond_eb2903bd,West Godavari,2024-11-09,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,230.0,3327,3327.0,,,,False
pond_aae69640,Nellore,2024-11-09,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,3044,3044.0,,,,True
pond_d452b0a2,West Godavari,2024-11-09,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,230.0,,,16000,0,Planned harvest,
pond_0b18540f,West Godavari,2024-11-09,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1290.0,,,42500,0,Planned harvest,
pond_8902ecd3,West Godavari,2024-11-08,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,160.0,2409,2409.0,,,,False
pond_ec1ee982,Nellore,2024-11-08,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Roopchand",5:5,,200.0,2667,2667.0,,,,False
pond_01f1ab5c,West Godavari,2024-11-08,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,100.0,,,1000,0,Planned harvest,
pond_4a880fc8,West Godavari,2024-11-07,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,170.0,2211,2211.0,,,,False
pond_2e1713ae,Nellore,2024-11-07,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,2059,2059.0,,,,True
pond_cf980f71,West Godavari,2024-11-06,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,2823,2823.0,,,,False
pond_5aaa5b01,West Godavari,2024-11-05,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,400.0,1737,1737.0,,,,False
pond_eb2903bd,West Godavari,2024-11-05,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,30500,0,Planned harvest,
pond_aabd8703,Nellore,2024-11-03,Harvest,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,760.0,,,7000,0,Planned harvest,
pond_cc764bfd,West Godavari,2024-11-02,Harvest,Praveen,,Rohu (Labeo rohita),,,100.0,,,5000,0,Planned harvest,
pond_49ea61c0,West Godavari,2024-11-01,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1400.0,,,65000,0,Planned harvest,
pond_ac78f7f3,West Godavari,2024-10-30,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,264.0,2530,2530.0,,,,True
pond_ac7bb683,West Godavari,2024-10-30,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,5814,5814.0,,,,True
pond_a59c9ac7,West Godavari,2024-10-26,Harvest,Praveen,,"Rohu (Labeo rohita), Catla (Catla catla)",,,1238.0,,,160000,0,Planned harvest,
pond_727e3097,West Godavari,2024-10-25,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,10500,0,Planned harvest,
pond_ec1ee982,Nellore,2024-10-24,Harvest,Chaitanya,,Roopchand,,,900.0,,,1800,0,Planned harvest,
pond_b296eebf,West Godavari,2024-10-22,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,2494,2494.0,,,,False
pond_c295a799,West Godavari,2024-10-22,Stocking,Praveen,Rearing,Rohu (Labeo rohita),10:0,,10.0,175438,175438.0,,,,True
pond_a6578b7f,West Godavari,2024-10-21,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1143.0,,,80000,0,Planned harvest,
pond_885057ef,West Godavari,2024-10-21,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,5500,0,Planned harvest,
pond_87edd7c9,West Godavari,2024-10-20,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,60000,0,Planned harvest,
pond_da3b5851,Nellore,2024-10-20,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,2762,2762.0,,,,True
pond_0b61fd61,West Godavari,2024-10-18,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,50.0,7333,7333.0,,,,False
pond_70614260,West Godavari,2024-10-18,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,30000,0,Planned harvest,
pond_ac78f7f3,West Godavari,2024-10-16,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1250.0,,,50000,0,Planned harvest,
pond_522cd38a,West Godavari,2024-10-15,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,5263,5263.0,,,,False
pond_16becad9,West Godavari,2024-10-14,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,250.0,2430,2430.0,,,,False
pond_46bbdb3a,West Godavari,2024-10-13,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,7327,7327.0,,,,False
pond_518460bf,West Godavari,2024-10-11,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,110.0,1600,1600.0,,,,False
pond_c01f770d,West Godavari,2024-10-10,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,220.0,2364,2364.0,,,,True
pond_c295a799,West Godavari,2024-10-10,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,400.0,,,3000,0,Planned harvest,
pond_f86d5d94,West Godavari,2024-10-09,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1270.0,,,140000,0,Planned harvest,
pond_bdf8fe72,West Godavari,2024-10-08,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,7576,7576.0,,,,False
pond_2e0e9d1a,West Godavari,2024-10-06,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,980.0,,,10500,0,Planned harvest,
pond_c2dd8e7c,West Godavari,2024-10-05,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,200.0,2886,2886.0,,,,False
pond_c7407a79,West Godavari,2024-10-03,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,65000,0,Planned harvest,
pond_c01f770d,West Godavari,2024-10-02,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1370.0,,,55000,0,Planned harvest,
pond_439eae87,West Godavari,2024-09-30,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,40.0,15000,15000.0,,,,False
pond_d1de1045,Nellore,2024-09-28,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,3448,3448.0,,,,True
pond_1c1e7d4b,Nellore,2024-09-28,Harvest,Chaitanya,,Roopchand,,,700.0,,,5300,0,Planned harvest,
pond_edb67ba0,Nellore,2024-09-28,Harvest,Chaitanya,,Roopchand,,,800.0,,,2200,0,Planned harvest,
pond_e2db7a6b,West Godavari,2024-09-28,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,310.0,,,10000,0,Planned harvest,
pond_55356fc9,West Godavari,2024-09-27,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,260.0,2358,2358.0,,,,False
pond_299152dc,Nellore,2024-09-26,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",,,750.0,,,2047,0,Planned harvest,
pond_f6d09111,West Godavari,2024-09-25,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,False
pond_1d648007,Nellore,2024-09-24,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,2040,0,Planned harvest,
pond_55356fc9,West Godavari,2024-09-20,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,730.0,,,45000,0,Planned harvest,
pond_d85b342c,West Godavari,2024-09-20,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,44000,0,Planned harvest,
pond_d7feb952,West Godavari,2024-09-20,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,12222,12222.0,,,,False
pond_bee2e7f5,West Godavari,2024-09-18,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,280.0,,,8500,0,Planned harvest,
pond_ac7bb683,West Godavari,2024-09-17,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,400.0,,,40000,0,Planned harvest,
pond_89aabef8,West Godavari,2024-09-15,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,114.0,5978,5978.0,,,,False
pond_ef747ffa,West Godavari,2024-09-05,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2105,2105.0,,,,True
pond_195e5b24,West Godavari,2024-09-03,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,160.0,2128,2128.0,,,,False
pond_6f30fefd,West Godavari,2024-08-28,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,600.0,,,58000,0,Planned harvest,
pond_dda2c111,Nellore,2024-08-28,Stocking,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,5.0,42980,42980.0,,,,True
pond_166e730f,West Godavari,2024-08-26,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,2000.0,250.0,1425,1425.0,,,,False
pond_a6d694f5,West Godavari,2024-08-26,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,98000,0,Planned harvest,
